reaction,direction,source,coenzyme,equation,reactants,products,reactant_gen,product_gen,generation,reaction_id,ec_list
R10571,reverse,KEGG,,C20542 => C20528,C20542,C20528,70.0,71.0,70.5,R10571,
R09723,reverse,KEGG,,C00031 + C06082 => C15970 + C00001,C00031 + C06082,C15970 + C00001,70.0,71.0,70.5,R09723,3.2.1.175
R05321,forward,KEGG,,C02593 + C00004 + C00007 + C00080 => 2C00001 + C06736 + C00003,C02593 + C00004 + C00007 + C00080,2C00001 + C06736 + C00003,70.0,71.0,70.5,R05321,
R07506_v1,forward,KEGG (Modified),Heme,C15778 + C00005 + C00080 + C00007 + Z00025 => 2C00001 + C05440 + C00006 + Z00025,C15778 + C00005 + C00080 + C00007 + Z00025,2C00001 + C05440 + C00006 + Z00025,70.0,71.0,70.5,R07506,1.14.19.41
R03311,forward,KEGG,,C01164 + C00205 => C05443,C01164 + C00205,C05443,70.0,71.0,70.5,R03311,
R06270_v1,forward,KEGG (Modified),"4Fe4S, Cobalamin",C11830 + C00019 + Z00002 + Z00009 => C11831 + C05198 + C00073 + Z00002 + Z00009,C11830 + C00019 + Z00002 + Z00009,C11831 + C05198 + C00073 + Z00002 + Z00009,70.0,71.0,70.5,R06270,1.21.98.3
R02852_v1,forward,KEGG (Modified),"Cobalamin, PLP, SAM",C00739 + Z00041 + Z00035 + Z00009 => C05161 + Z00041 + Z00035 + Z00009,C00739 + Z00041 + Z00035 + Z00009,C05161 + Z00041 + Z00035 + Z00009,70.0,71.0,70.5,R02852,5.4.3.3
R12497_v1,forward,KEGG (Modified),"4Fe4S, Cobalamin",2C00019 + C22216 + C00030 + Z00002 + Z00009 => C00021 + C05198 + C00073 + C22217 + C00028 + Z00002 + Z00009,2C00019 + C22216 + C00030 + Z00002 + Z00009,C00021 + C05198 + C00073 + C22217 + C00028 + Z00002 + Z00009,70.0,71.0,70.5,R12497,2.1.1.308
R08902_v1,forward,KEGG (Modified),FAD,C17588 + C00007 + Z00013 => C17589 + C00027 + Z00013,C17588 + C00007 + Z00013,C17589 + C00027 + Z00013,70.0,71.0,70.5,R08902,1.1.3.44
R08657_v1,reverse,KEGG (Modified),"FMN, Ca",C00111 + C00390 + Z00055 + Z00014 => C00093 + C00399 + Z00055 + Z00014,C00111 + C00390 + Z00055 + Z00014,C00093 + C00399 + Z00055 + Z00014,70.0,71.0,70.5,R08657,1.1.5.3
RZ_458,forward,KEGG,,C00390 => Z00049,C00390,Z00049,70.0,71.0,70.5,RZ,
R07216,forward,KEGG,,C02593 + C00005 + C00080 + C00007 => 2C00001 + C06736 + C00006,C02593 + C00005 + C00080 + C00007,2C00001 + C06736 + C00006,70.0,71.0,70.5,R07216,
R07217,forward,KEGG,,C02593 + C00005 + C00080 + C00007 => 2C00001 + C06737 + C00006,C02593 + C00005 + C00080 + C00007,2C00001 + C06737 + C00006,70.0,71.0,70.5,R07217,
R04433_v1,reverse,KEGG (Modified),"4Fe4S, FAD",C04253 + C00390 + Z00002 + Z00013 => C04570 + C00399 + Z00002 + Z00013,C04253 + C00390 + Z00002 + Z00013,C04570 + C00399 + Z00002 + Z00013,70.0,71.0,70.5,R04433,1.5.5.1
R05322,forward,KEGG,,C02593 + C00004 + C00007 + C00080 => 2C00001 + C06737 + C00003,C02593 + C00004 + C00007 + C00080,2C00001 + C06737 + C00003,70.0,71.0,70.5,R05322,
R08870_v1,forward,KEGG (Modified),Co,C06368 + C00024 + C00001 + Z00006 => C17947 + C00010 + Z00006,C06368 + C00024 + C00001 + Z00006,C17947 + C00010 + Z00006,70.0,71.0,70.5,R08870,2.3.3.18
R12508_v1,forward,KEGG (Modified),Heme,2C00007 + C00390 + Z00025 => 2C00704 + 2C00080 + C00399 + Z00025,2C00007 + C00390 + Z00025,2C00704 + 2C00080 + C00399 + Z00025,70.0,71.0,70.5,R12508,1.10.3.17
R11494_v1,forward,KEGG (Modified),"4Fe4S, Cobalamin",3C00019 + C04536 + C00001 + Z00002 + Z00009 => 3C05198 + 3C00001 + C11831 + Z00002 + Z00009,3C00019 + C04536 + C00001 + Z00002 + Z00009,3C05198 + 3C00001 + C11831 + Z00002 + Z00009,70.0,71.0,70.5,R11494,1.21.98.3
R11494_v2,forward,KEGG (Modified),"Cobalamin, Generic FeS",3C00019 + C04536 + C00001 + Z00063 + Z00009 => 3C05198 + 3C00001 + C11831 + Z00063 + Z00009,3C00019 + C04536 + C00001 + Z00063 + Z00009,3C05198 + 3C00001 + C11831 + Z00063 + Z00009,70.0,71.0,70.5,R11494,1.21.98.3
R10406,forward,KEGG,,C20586 => C20528,C20586,C20528,70.0,71.0,70.5,R10406,
R04433_v2,reverse,KEGG (Modified),"FAD, Generic FeS",C04253 + C00390 + Z00063 + Z00013 => C04570 + C00399 + Z00063 + Z00013,C04253 + C00390 + Z00063 + Z00013,C04570 + C00399 + Z00063 + Z00013,70.0,71.0,70.5,R04433,1.5.5.1
R10145_v1,forward,KEGG (Modified),"Ascorbate, Fe",2C00026 + 2C00007 + C20399 + Z00015 + Z00004 => 2C00042 + 2C00011 + C20397 + C00001 + Z00015 + Z00004,2C00026 + 2C00007 + C20399 + Z00015 + Z00004,2C00042 + 2C00011 + C20397 + C00001 + Z00015 + Z00004,70.0,71.0,70.5,R10145,1.14.11.36
R12375,reverse,KEGG,,C22122 + C00004 + C00011 + C00080 => C22119 + C00003,C22122 + C00004 + C00011 + C00080,C22119 + C00003,70.0,71.0,70.5,R12375,1.1.1.418
R09658_v1,forward,KEGG (Modified),Ubiquinone,C19759 + C15602 + Z00049 => C15858 + C15603 + Z00049,C19759 + C15602 + Z00049,C15858 + C15603 + Z00049,71.0,71.0,71.0,R09658,1.3.5.6
R01045_v3,forward,KEGG (Modified),Ubiquinone,C00116 + C00028 + Z00049 => C00184 + C00030 + Z00049,C00116 + C00028 + Z00049,C00184 + C00030 + Z00049,71.0,71.0,71.0,R01045,1.1.99.22
R01025_v3,forward,KEGG (Modified),Ubiquinone,C00114 + C00028 + Z00049 => C00576 + C00030 + Z00049,C00114 + C00028 + Z00049,C00576 + C00030 + Z00049,71.0,71.0,71.0,R01025,1.1.99.1
R10144_v1,forward,KEGG (Modified),"Ascorbate, Fe",C20398 + C00026 + C00007 + Z00015 + Z00004 => C20397 + C00042 + C00011 + Z00015 + Z00004,C20398 + C00026 + C00007 + Z00015 + Z00004,C20397 + C00042 + C00011 + Z00015 + Z00004,71.0,71.0,71.0,R10144,1.14.11.36
R09656_v1,forward,KEGG (Modified),Ubiquinone,C15857 + C15602 + Z00049 => C19759 + C15603 + Z00049,C15857 + C15602 + Z00049,C19759 + C15603 + Z00049,71.0,71.0,71.0,R09656,1.3.5.6
R00639_v3,forward,KEGG (Modified),Ubiquinone,C00226 + C00028 + Z00049 => C00071 + C00030 + Z00049,C00226 + C00028 + Z00049,C00071 + C00030 + Z00049,71.0,71.0,71.0,R00639,1.1.99.20
R00639_v3,reverse,KEGG (Modified),Ubiquinone,C00071 + C00030 + Z00049 => C00226 + C00028 + Z00049,C00071 + C00030 + Z00049,C00226 + C00028 + Z00049,71.0,71.0,71.0,R00639,1.1.99.20
RZ_457,forward,KEGG,,C00399 => Z00049,C00399,Z00049,71.0,71.0,71.0,RZ,
R07511_v1,forward,KEGG (Modified),Ubiquinone,2C15602 + C15857 + Z00049 => 2C15603 + C15858 + Z00049,2C15602 + C15857 + Z00049,2C15603 + C15858 + Z00049,71.0,71.0,71.0,R07511,1.3.5.6
R10570,reverse,KEGG,,C20528 => C20534,C20528,C20534,71.0,72.0,71.5,R10570,
R08136,forward,KEGG,,C16509 => C16498,C16509,C16498,71.0,72.0,71.5,R08136,
R11519_v1,reverse,KEGG (Modified),"4Fe4S, FAD",2C00138 + 2C00080 + C11831 + Z00002 + Z00013 => 2C00139 + C02880 + Z00002 + Z00013,2C00138 + 2C00080 + C11831 + Z00002 + Z00013,2C00139 + C02880 + Z00002 + Z00013,71.0,72.0,71.5,R11519,1.3.7.13
R11408,forward,KEGG,,C17947 => C21372,C17947,C21372,71.0,72.0,71.5,R11408,4.2.1.166
R04763,reverse,KEGG,,C05440 + C00021 => C01802 + C00019,C05440 + C00021,C01802 + C00019,71.0,72.0,71.5,R04763,
R04737,reverse,KEGG,,C05259 + C00004 + C00080 => C05258 + C00003,C05259 + C00004 + C00080,C05258 + C00003,71.0,72.0,71.5,R04737,"1.1.1.211, 1.1.1.35"
R04687_v1,forward,KEGG (Modified),PLP,C05161 + C00001 + C00003 + Z00035 => C05825 + C00014 + C00004 + C00080 + Z00035,C05161 + C00001 + C00003 + Z00035,C05825 + C00014 + C00004 + C00080 + Z00035,71.0,72.0,71.5,R04687,1.4.1.12
R04688_v1,forward,KEGG (Modified),PLP,C05161 + C00001 + C00006 + Z00035 => C05825 + C00014 + C00005 + C00080 + Z00035,C05161 + C00001 + C00006 + Z00035,C05825 + C00014 + C00005 + C00080 + Z00035,71.0,72.0,71.5,R04688,1.4.1.12
R04918,reverse,KEGG,,C05656 => C05654 + C00011,C05656,C05654 + C00011,71.0,72.0,71.5,R04918,
R06896,forward,KEGG,,C11831 + C00005 + C00080 => C02880 + C00006,C11831 + C00005 + C00080,C02880 + C00006,71.0,72.0,71.5,R06896,1.3.1.75
R01452,forward,KEGG,,C00187 + C00007 + C00005 + C00080 => C15992 + C00006 + C00001,C00187 + C00007 + C00005 + C00080,C15992 + C00006 + C00001,71.0,72.0,71.5,R01452,
R01453,forward,KEGG,,C00187 + C00007 + C00005 + C00080 => C05418 + C00006 + C00001,C00187 + C00007 + C00005 + C00080,C05418 + C00006 + C00001,71.0,72.0,71.5,R01453,
R01457_v1,forward,KEGG (Modified),FAD,C00187 + C00006 + Z00013 => C01802 + C00080 + C00005 + Z00013,C00187 + C00006 + Z00013,C01802 + C00080 + C00005 + Z00013,71.0,72.0,71.5,R01457,1.3.1.72
R11458_v1,forward,KEGG (Modified),Heme,2C00138 + 2C00080 + C05443 + C00007 + Z00025 => 2C00139 + C01561 + C00001 + Z00025,2C00138 + 2C00080 + C05443 + C00007 + Z00025,2C00139 + C01561 + C00001 + Z00025,71.0,72.0,71.5,R11458,1.14.15.22
R02692,forward,KEGG,,C00641 + C00187 => C01885 + C02530,C00641 + C00187,C01885 + C02530,71.0,72.0,71.5,R02692,2.3.1.73
R07980_v1,forward,KEGG (Modified),Molybdopterin,C07481 + C00399 + C00001 + Z00031 => C16361 + C00390 + Z00031,C07481 + C00399 + C00001 + Z00031,C16361 + C00390 + Z00031,71.0,72.0,71.5,R07980,1.17.5.2
R01459_v1,forward,KEGG (Modified),FAD,C00187 + C00007 + Z00013 => C00599 + C00027 + Z00013,C00187 + C00007 + Z00013,C00599 + C00027 + Z00013,71.0,72.0,71.5,R01459,1.1.3.6
R01460,reverse,KEGG,,C00187 + C00031 => C03855 + C00001,C00187 + C00031,C03855 + C00001,71.0,72.0,71.5,R01460,3.2.1.104
R01461,forward,KEGG,,C00040 + C00187 => C00010 + C02530,C00040 + C00187,C00010 + C02530,71.0,72.0,71.5,R01461,2.3.1.26
R01462,reverse,KEGG,,C00187 + C00162 => C02530 + C00001,C00187 + C00162,C02530 + C00001,71.0,72.0,71.5,R01462,3.1.1.13
R10369,forward,KEGG,,2C00235 + C20543 => 2C00013 + C20532,2C00235 + C20543,2C00013 + C20532,71.0,72.0,71.5,R10369,
R10380,forward,KEGG,,C20543 + C00235 => C20545 + C00013,C20543 + C00235,C20545 + C00013,71.0,72.0,71.5,R10380,
R10356,forward,KEGG,,C20587 + C00005 + C00080 + C00007 => C20534 + C00006 + C00001 + C00058,C20587 + C00005 + C00080 + C00007,C20534 + C00006 + C00001 + C00058,71.0,72.0,71.5,R10356,
R08903,reverse,KEGG,,C17589 + C00025 => C15652 + C00026,C17589 + C00025,C15652 + C00026,71.0,72.0,71.5,R08903,2.6.1.95
R08941_v1,forward,KEGG (Modified),Ca,C00187 + C00059 + Z00055 => C18043 + C00001 + Z00055,C00187 + C00059 + Z00055,C18043 + C00001 + Z00055,71.0,72.0,71.5,R08941,3.1.6.2
R05641,reverse,KEGG,,C05440 + C00005 + C00080 => C01694 + C00006,C05440 + C00005 + C00080,C01694 + C00006,71.0,72.0,71.5,R05641,1.3.1.71
R09920,forward,KEGG,,C00187 + C00003 => C00599 + C00004 + C00080,C00187 + C00003,C00599 + C00004 + C00080,71.0,72.0,71.5,R09920,"1.1.1.145, 5.3.3.1"
R08977,forward,KEGG,,C00187 + C00053 => C18043 + C00054,C00187 + C00053,C18043 + C00054,71.0,72.0,71.5,R08977,"2.8.2.14, 2.8.2.2"
R12499,forward,KEGG,,C22217 + C00001 => C06452 + C00055,C22217 + C00001,C06452 + C00055,71.0,72.0,71.5,R12499,
R06286,reverse,KEGG,,C11831 + C00005 + C00080 => C11832 + C00006,C11831 + C00005 + C00080,C11832 + C00006,71.0,72.0,71.5,R06286,1.3.1.33
R10162_v1,forward,KEGG (Modified),Heme,2C00138 + 2C00080 + C20397 + C00007 + Z00025 => 2C00139 + 2C00001 + C20407 + Z00025,2C00138 + 2C00080 + C20397 + C00007 + Z00025,2C00139 + 2C00001 + C20407 + Z00025,71.0,72.0,71.5,R10162,1.14.19.8
R04792,forward,KEGG,,C05418 + C00001 => C05425,C05418 + C00001,C05425,72.0,73.0,72.5,R04792,3.3.2.11
R04916,forward,KEGG,,C05654 + C00003 + C00001 => C05655 + C00004 + C00080,C05654 + C00003 + C00001,C05655 + C00004 + C00080,72.0,73.0,72.5,R04916,
R08138,forward,KEGG,,C16498 => C16497,C16498,C16497,72.0,73.0,72.5,R08138,1.14.15.44
R11153,forward,KEGG,,C16361 + C00004 + C00080 + C00007 => C21144 + C00003 + C00001,C16361 + C00004 + C00080 + C00007,C21144 + C00003 + C00001,72.0,73.0,72.5,R11153,1.14.13.212
R02609,reverse,KEGG,,C00599 + C00005 + C00080 => C03091 + C00006,C00599 + C00005 + C00080,C03091 + C00006,72.0,73.0,72.5,R02609,1.3.1.3
R06272,forward,KEGG,,C11832 + C00005 + C00080 => C02139 + C00006,C11832 + C00005 + C00080,C02139 + C00006,72.0,73.0,72.5,R06272,1.3.1.75
R02610,reverse,KEGG,,C00599 + C00005 + C00080 => C03238 + C00006,C00599 + C00005 + C00080,C03238 + C00006,72.0,73.0,72.5,R02610,1.3.1.22
R09859_v1,forward,KEGG (Modified),"Cytochrome, Heme",2C00138 + 2C00080 + C00599 + C00007 + Z00025 + Z00010 => 2C00139 + C20143 + C00001 + Z00025 + Z00010,2C00138 + 2C00080 + C00599 + C00007 + Z00025 + Z00010,2C00139 + C20143 + C00001 + Z00025 + Z00010,72.0,73.0,72.5,R09859,1.14.15.29
R12677,forward,KEGG,,C00599 + C00028 + C00001 => C22325 + C00030,C00599 + C00028 + C00001,C22325 + C00030,72.0,73.0,72.5,R12677,1.17.99.10
R10384,forward,KEGG,,2C00235 + C20545 => 2C00013 + C20594,2C00235 + C20545,2C00013 + C20594,72.0,73.0,72.5,R10384,
R10357,forward,KEGG,,C20534 + C00007 + C00005 + C00080 => C20535 + C00006 + C00001,C20534 + C00007 + C00005 + C00080,C20535 + C00006 + C00001,72.0,73.0,72.5,R10357,
R03725,forward,KEGG,,C01802 + C00019 => C15781 + C00021,C01802 + C00019,C15781 + C00021,72.0,73.0,72.5,R03725,
R10381,forward,KEGG,,C20545 + C00005 + C00007 + C00080 => 2C00001 + C20546 + C00006,C20545 + C00005 + C00007 + C00080,2C00001 + C20546 + C00006,72.0,73.0,72.5,R10381,
R08863_v1,forward,KEGG (Modified),Fe,C06452 + C00027 + Z00015 => 2C00001 + C06454 + Z00015,C06452 + C00027 + Z00015,2C00001 + C06454 + Z00015,72.0,73.0,72.5,R08863,1.11.1.23
R11459_v1,forward,KEGG (Modified),Heme,2C00138 + 2C00080 + C01561 + C00007 + Z00025 => 2C00139 + C01673 + C00001 + Z00025,2C00138 + 2C00080 + C01561 + C00007 + Z00025,2C00139 + C01673 + C00001 + Z00025,72.0,73.0,72.5,R11459,1.14.15.22
R08904,forward,KEGG,,C15652 => C01737,C15652,C01737,72.0,73.0,72.5,R08904,
R03677,forward,KEGG,,C01694 + C00205 => C05441,C01694 + C00205,C05441,72.0,73.0,72.5,R03677,
R11531_v1,reverse,KEGG (Modified),4Fe4S,2C00138 + 2C00080 + C11832 + C00002 + C00001 + Z00002 => 2C00139 + C21441 + C00008 + C00009 + Z00002,2C00138 + 2C00080 + C11832 + C00002 + C00001 + Z00002,2C00139 + C21441 + C00008 + C00009 + Z00002,72.0,73.0,72.5,R11531,1.3.7.14
R04738_v1,forward,KEGG (Modified),NAD/NADP,C05258 + Z00032 => C05272 + C00001 + Z00032,C05258 + Z00032,C05272 + C00001 + Z00032,72.0,73.0,72.5,R04738,"4.2.1.17, 4.2.1.74"
R07981,forward,KEGG,,2C00001 + C16361 + C00007 => C16362 + C00011 + C00027,2C00001 + C16361 + C00007,C16362 + C00011 + C00027,72.0,73.0,72.5,R07981,1.7.3.3
R04917,forward,KEGG,,C05654 + C00006 + C00001 => C05655 + C00005 + C00080,C05654 + C00006 + C00001,C05655 + C00005 + C00080,72.0,73.0,72.5,R04917,
R08888,forward,KEGG,,C21372 => C17948,C21372,C17948,72.0,73.0,72.5,R08888,
R03723,reverse,KEGG,,C01802 + C00084 => C03910,C01802 + C00084,C03910,72.0,73.0,72.5,R03723,4.1.2.33
R11361_v1,forward,KEGG (Modified),"Cytochrome, Heme",6C22150 + 3C00007 + C00599 + Z00025 + Z00010 => 6C22151 + 4C00001 + C20839 + Z00025 + Z00010,6C22150 + 3C00007 + C00599 + Z00025 + Z00010,6C22151 + 4C00001 + C20839 + Z00025 + Z00010,72.0,73.0,72.5,R11361,1.14.15.28
R07597,forward,KEGG,,C15992 + C00001 => C05425,C15992 + C00001,C05425,72.0,73.0,72.5,R07597,3.3.2.11
R03845,reverse,KEGG,,C02880 + C00005 + C00080 => C02139 + C00006,C02880 + C00005 + C00080,C02139 + C00006,72.0,73.0,72.5,R03845,1.3.1.33
R11358_v1,forward,KEGG (Modified),"Cytochrome, Heme",2C22150 + C00599 + C00007 + Z00025 + Z00010 => 2C22151 + C21303 + C00001 + Z00025 + Z00010,2C22150 + C00599 + C00007 + Z00025 + Z00010,2C22151 + C21303 + C00001 + Z00025 + Z00010,72.0,73.0,72.5,R11358,1.14.15.28
R06282_v1,reverse,KEGG (Modified),4Fe4S,2C00002 + 2C00001 + C02880 + C00138 + Z00002 => 2C00008 + 2C00009 + C02139 + C00139 + Z00002,2C00002 + 2C00001 + C02880 + C00138 + Z00002,2C00008 + 2C00009 + C02139 + C00139 + Z00002,72.0,73.0,72.5,R06282,1.3.7.7
R11357_v1,forward,KEGG (Modified),"Cytochrome, Heme",6C00138 + 6C00080 + 3C00007 + C00599 + Z00025 + Z00010 => 6C00139 + 4C00001 + C21076 + Z00025 + Z00010,6C00138 + 6C00080 + 3C00007 + C00599 + Z00025 + Z00010,6C00139 + 4C00001 + C21076 + Z00025 + Z00010,72.0,73.0,72.5,R11357,1.14.15.29
R10383,forward,KEGG,,2C00235 + C20546 => 2C00013 + C20595,2C00235 + C20546,2C00013 + C20595,73.0,74.0,73.5,R10383,
R11096,forward,KEGG,,C15781 + C00005 + C00080 => C21106 + C00006,C15781 + C00005 + C00080,C21106 + C00006,73.0,74.0,73.5,R11096,
R10770,forward,KEGG,,C00002 + C21076 + C00010 => C00020 + C00013 + C20840,C00002 + C21076 + C00010,C00020 + C00013 + C20840,73.0,74.0,73.5,R10770,6.2.1.42
R11359_v1,forward,KEGG (Modified),"Cytochrome, Heme",2C22150 + C21303 + C00007 + Z00025 + Z00010 => 2C22151 + 2C00001 + C21305 + Z00025 + Z00010,2C22150 + C21303 + C00007 + Z00025 + Z00010,2C22151 + 2C00001 + C21305 + Z00025 + Z00010,73.0,74.0,73.5,R11359,1.14.15.28
R10358,forward,KEGG,,C20535 + C00007 + C00005 + C00080 => 2C00001 + C20531 + C00006,C20535 + C00007 + C00005 + C00080,2C00001 + C20531 + C00006,73.0,74.0,73.5,R10358,
R07493,forward,KEGG,,C15781 + C00005 + C00080 => C01789 + C00006,C15781 + C00005 + C00080,C01789 + C00006,73.0,74.0,73.5,R07493,
R01279_v1,reverse,KEGG (Modified),Flavoprotein,C05272 + C01352 + Z00019 => C00154 + C00016 + Z00019,C05272 + C01352 + Z00019,C00154 + C00016 + Z00019,73.0,74.0,73.5,R01279,"1.3.3.6, 1.3.8.7, 1.3.8.8, 1.3.8.9"
R10382,forward,KEGG,,C20546 => C20552,C20546,C20552,73.0,74.0,73.5,R10382,
R07982,forward,KEGG,,2C00001 + C16362 => C16364 + C16363 + C00048,2C00001 + C16362,C16364 + C16363 + C00048,73.0,74.0,73.5,R07982,
R09053_v1,forward,KEGG (Modified),4Fe4S,2C00138 + 2C00080 + C02139 + C00002 + C00001 + Z00002 => 2C00139 + C18152 + C00008 + C00009 + Z00002,2C00138 + 2C00080 + C02139 + C00002 + C00001 + Z00002,2C00139 + C18152 + C00008 + C00009 + Z00002,73.0,74.0,73.5,R09053,1.3.7.15
R01278,reverse,KEGG,,C05272 + C00005 + C00080 => C00154 + C00006,C05272 + C00005 + C00080,C00154 + C00006,73.0,74.0,73.5,R01278,"1.3.1.38, 1.3.1.8"
R06284_v1,forward,KEGG (Modified),Mn,C02139 + C05427 + Z00030 => C05306 + C00013 + Z00030,C02139 + C05427 + Z00030,C05306 + C00013 + Z00030,73.0,74.0,73.5,R06284,2.5.1.62
R11355_v1,forward,KEGG (Modified),"Cytochrome, Heme",2C00138 + 2C00080 + C20143 + C00007 + Z00025 + Z00010 => 2C00139 + 2C00001 + C21304 + Z00025 + Z00010,2C00138 + 2C00080 + C20143 + C00007 + Z00025 + Z00010,2C00139 + 2C00001 + C21304 + Z00025 + Z00010,73.0,74.0,73.5,R11355,1.14.15.29
R06284_v2,forward,KEGG (Modified),Mg,C02139 + C05427 + Z00029 => C05306 + C00013 + Z00029,C02139 + C05427 + Z00029,C05306 + C00013 + Z00029,73.0,74.0,73.5,R06284,2.5.1.62
R08139,forward,KEGG,,C16497 => C02513,C16497,C02513,73.0,74.0,73.5,R08139,
R09066,reverse,KEGG,,C02139 => C16540,C02139,C16540,73.0,74.0,73.5,R09066,
R09061,forward,KEGG,,C02139 + C00001 => C18157 + C00132 + C00011,C02139 + C00001,C18157 + C00132 + C00011,73.0,74.0,73.5,R09061,3.1.1.100
R09033,forward,KEGG,,2C00080 + C02139 => C18021 + C00305,2C00080 + C02139,C18021 + C00305,73.0,74.0,73.5,R09033,4.99.1.10
R09919,forward,KEGG,,C21076 => C00280,C21076,C00280,73.0,74.0,73.5,R09919,
R08203_v1,forward,KEGG (Modified),Fe,C02139 + C00007 + C00005 + C00080 + Z00015 => C16540 + C00001 + C00006 + Z00015,C02139 + C00007 + C00005 + C00080 + Z00015,C16540 + C00001 + C00006 + Z00015,73.0,74.0,73.5,R08203,1.14.13.122
R09884_v1,forward,KEGG (Modified),FAD,C00280 + C00028 + Z00013 => C20144 + C00030 + Z00013,C00280 + C00028 + Z00013,C20144 + C00030 + Z00013,74.0,75.0,74.5,R09884,1.3.99.4
R06288,reverse,KEGG,,C05306 => C11850,C05306,C11850,74.0,75.0,74.5,R06288,
R11097_v1,forward,KEGG (Modified),Heme,C21106 + C00005 + C00080 + C00007 + Z00025 => 2C00001 + C08813 + C00006 + Z00025,C21106 + C00005 + C00080 + C00007 + Z00025,2C00001 + C08813 + C00006 + Z00025,74.0,75.0,74.5,R11097,1.14.19.41
RZ_485,forward,KEGG,,C05306 => Z00058,C05306,Z00058,74.0,75.0,74.5,RZ,
R07445,forward,KEGG,,C01789 + C00007 + C00005 => C15795 + C00006 + C00001,C01789 + C00007 + C00005,C15795 + C00006 + C00001,74.0,75.0,74.5,R07445,1.14.14.178
R11012,forward,KEGG,,2C00999 + 2C00080 + C00154 + C00007 => 2C00996 + 2C00001 + C20997,2C00999 + 2C00080 + C00154 + C00007,2C00996 + 2C00001 + C20997,74.0,75.0,74.5,R11012,1.14.19.32
R08921_v1,forward,KEGG (Modified),2Fe2S,2C00138 + 2C00080 + C18021 + C00007 + Z00001 => 2C00139 + C18022 + Z00001,2C00138 + 2C00080 + C18021 + C00007 + Z00001,2C00139 + C18022 + Z00001,74.0,75.0,74.5,R08921,1.14.15.17
R08974,forward,KEGG,,C18021 + C00001 => C18064 + C00132 + C00011,C18021 + C00001,C18064 + C00132 + C00011,74.0,75.0,74.5,R08974,3.1.1.82
R08914,forward,KEGG,,C16540 + C00003 => C16541 + C00004 + C00080,C16540 + C00003,C16541 + C00004 + C00080,74.0,75.0,74.5,R08914,1.1.1.294
R08975,forward,KEGG,,C18021 + C00001 => C18063 + C00132,C18021 + C00001,C18063 + C00132,74.0,75.0,74.5,R08975,3.1.1.82
R12173_v1,forward,KEGG (Modified),"Fe, Heme, NAD/NADP",2C00999 + 2C00080 + C00154 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C21072 + Z00032 + Z00015 + Z00025,2C00999 + 2C00080 + C00154 + C00007 + Z00032 + Z00015 + Z00025,2C00996 + 2C00001 + C21072 + Z00032 + Z00015 + Z00025,74.0,75.0,74.5,R12173,1.14.19.1
R08141,forward,KEGG,,C02513 + C00004 + C00080 => C00477 + C00003,C02513 + C00004 + C00080,C00477 + C00003,74.0,75.0,74.5,R08141,
R12172_v1,forward,KEGG (Modified),"Fe, Heme, NAD/NADP",2C00999 + 2C00080 + C00154 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C21943 + Z00032 + Z00015 + Z00025,2C00999 + 2C00080 + C00154 + C00007 + Z00032 + Z00015 + Z00025,2C00996 + 2C00001 + C21943 + Z00032 + Z00015 + Z00025,74.0,75.0,74.5,R12172,1.14.19.3
R08140,forward,KEGG,,C02513 + C00004 + C00080 => C16496 + C00003,C02513 + C00004 + C00080,C16496 + C00003,74.0,75.0,74.5,R08140,
R08915,forward,KEGG,,C16540 + C00006 => C16541 + C00005 + C00080,C16540 + C00006,C16541 + C00005 + C00080,74.0,75.0,74.5,R08915,1.1.1.294
R02367,forward,KEGG,,C00154 + C00473 => C00010 + C02588,C00154 + C00473,C00010 + C02588,74.0,75.0,74.5,R02367,2.3.1.76
R11507_v1,forward,KEGG (Modified),4Fe4S,C18157 + C00019 + Z00002 => C21427 + C00021 + Z00002,C18157 + C00019 + Z00002,C21427 + C00021 + Z00002,74.0,75.0,74.5,R11507,2.1.1.331
R10242,reverse,KEGG,,C00280 + C00005 + C00080 => C00674 + C00006,C00280 + C00005 + C00080,C00674 + C00006,74.0,75.0,74.5,R10242,1.3.1.22
R11507_v2,forward,KEGG (Modified),Generic FeS,C18157 + C00019 + Z00063 => C21427 + C00021 + Z00063,C18157 + C00019 + Z00063,C21427 + C00021 + Z00063,74.0,75.0,74.5,R11507,2.1.1.331
R05618,forward,KEGG,,C05306 + C00001 => C02139 + C01389,C05306 + C00001,C02139 + C01389,74.0,75.0,74.5,R05618,3.1.1.14
R10359,forward,KEGG,,C20531 + C00005 + C00080 + C00007 => C13782 + C00006 + C00001,C20531 + C00005 + C00080 + C00007,C13782 + C00006 + C00001,74.0,75.0,74.5,R10359,
R10361,forward,KEGG,,C20531 + C00005 + C00007 + C00080 => 2C00001 + C20553 + C00006,C20531 + C00005 + C00007 + C00080,2C00001 + C20553 + C00006,74.0,75.0,74.5,R10361,
R10700_v1,reverse,KEGG (Modified),"FMN, Phosphopantetheine",C00154 + C00229 + Z00038 + Z00014 => C05764 + C00010 + Z00038 + Z00014,C00154 + C00229 + Z00038 + Z00014,C05764 + C00010 + Z00038 + Z00014,74.0,75.0,74.5,R10700,2.3.1.86
